symbol,date,premium_score,risk_score,quadrant,spot,expiration_14,premium_atm_14,iv_atm_14,premium_slight_14,iv_slight_14,premium_moderate_14,iv_moderate_14,premium_far_14,iv_far_14,expiration_30,premium_atm_30,iv_atm_30,premium_slight_30,iv_slight_30,premium_moderate_30,iv_moderate_30,premium_far_30,iv_far_30,expiration_45,premium_atm_45,iv_atm_45,premium_slight_45,iv_slight_45,premium_moderate_45,iv_moderate_45,premium_far_45,iv_far_45,expiration_over60_1,premium_atm_over60_1,iv_atm_over60_1,premium_slight_over60_1,iv_slight_over60_1,premium_moderate_over60_1,iv_moderate_over60_1,premium_far_over60_1,iv_far_over60_1,expiration_over60_2,premium_atm_over60_2,iv_atm_over60_2,premium_slight_over60_2,iv_slight_over60_2,premium_moderate_over60_2,iv_moderate_over60_2,premium_far_over60_2,iv_far_over60_2,straddle_14,put_atm_14,call_atm_14,prem_per_iv_primary_14,prem_per_iv_sec_14,prem_per_hv30_14,straddle_30,put_atm_30,call_atm_30,prem_per_iv_primary_30,prem_per_iv_sec_30,prem_per_hv30_30,straddle_45,put_atm_45,call_atm_45,prem_per_iv_primary_45,prem_per_iv_sec_45,prem_per_hv30_45,straddle_over60_1,put_atm_over60_1,call_atm_over60_1,prem_per_iv_primary_over60_1,prem_per_iv_sec_over60_1,prem_per_hv30_over60_1,straddle_over60_2,put_atm_over60_2,call_atm_over60_2,prem_per_iv_primary_over60_2,prem_per_iv_sec_over60_2,prem_per_hv30_over60_2,HV_20,HV_30,HV_60,atm_iv_14,ratio_14,spread_14,signal_14,atm_iv_30,ratio_30,spread_30,signal_30,atm_iv_45,ratio_45,spread_45,signal_45,atm_iv_over60_1,ratio_over60_1,spread_over60_1,signal_over60_1,atm_iv_over60_2,ratio_over60_2,spread_over60_2,signal_over60_2,spike_count_30,spike_ratio_30,avg_spike_pct_30,max_spike_pct_30,spike_signal_30,spike_count_60,spike_ratio_60,avg_spike_pct_60,max_spike_pct_60,spike_signal_60,relative_vol_spy,relative_vol_qqq,straddle_14.0,put_atm_14.0,call_atm_14.0,prem_per_iv_primary_14.0,prem_per_iv_sec_14.0,prem_per_hv30_14.0,straddle_30.0,put_atm_30.0,call_atm_30.0,prem_per_iv_primary_30.0,prem_per_iv_sec_30.0,prem_per_hv30_30.0,straddle_45.0,put_atm_45.0,call_atm_45.0,prem_per_iv_primary_45.0,prem_per_iv_sec_45.0,prem_per_hv30_45.0,premium_slope,iv_slope,slope_divergence,wp_14,wp_30,wp_45,wp_over60_1,wp_over60_2,premium_slope_pct,iv_slope_pct,slope_div_pct,prem_efficiency_signal_14,prem_efficiency_signal_30,prem_efficiency_signal_45,prem_efficiency_signal_over60_1,prem_efficiency_signal_over60_2,spike_score_universe,spike_pct_universe,spike_signal_universe,HV_30_pct,relative_vol_spy_pct,relative_vol_qqq_pct
SPY,3/27/26,-0.5303,-0.2413,Q3 Low Premium  / Low Risk,634.09,4/10/26,1.7828,28.0455,1.2579,30.0236,0.7032,32.0969,0.3576,36.934,4/17/26,2.1275,27.5035,1.5529,30.0236,0.9093,32.5346,0.3809,39.102,5/15/26,2.5257,24.9017,2.3134,28.6092,1.3574,31.8704,0.6013,39.1872,5/29/26,3.0772,24.5359,2.573,27.9469,1.623,30.9506,0.6804,38.682,6/18/26,3.3244,24.1702,2.9124,27.5499,1.7779,31.0341,0.8266,38.1806,3.35,1.78,1.56,0.506,0.0636,0.1273,4.02,2.13,1.89,0.5065,0.0774,0.1519,4.37,2.53,1.84,0.398,0.1014,0.1803,5.84,3.08,2.76,0.476,0.1254,0.2197,6.58,3.32,3.25,0.474,0.1375,0.2373,0.1524,0.1401,0.1324,0.2805,2.002,0.1404,Very Rich Vol,0.275,1.964,0.135,Very Rich Vol,0.249,1.778,0.109,Very Rich Vol,0.2454,1.752,0.1053,Very Rich Vol,0.2417,1.726,0.1016,Very Rich Vol,1,0.73,1.8,1.8,Normal,5,1.83,1.84,2.06,Moderate,1,0.79,,,,,,,,,,,,,,,,,,,0.021311,-0.000543,0.021855,1.6778,2.0126,2.4832,2.9764,3.242,0.027,0.224,0.031,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,1.1401,0.151,Normal,0.024,0.024,0.024
ICE,3/27/26,-0.5317,-0.252,Q3 Low Premium  / Low Risk,152.67,4/17/26,2.0764,29.78,2.1615,31.731,1.1954,33.682,0.5486,38.0725,4/17/26,2.0764,29.78,2.1615,31.731,1.1954,33.682,0.5486,38.0725,5/15/26,3.691,32.219,2.62,34.658,1.613,38.0725,0.786,38.56,6/18/26,4.1134,30.105,3.0785,32.7065,1.8668,34.658,0.8188,37.5845,9/18/26,5.1003,29.4547,5.4475,31.0803,3.013,33.1945,1.3469,34.9018,2.84,2.08,0.77,0.3307,0.0697,0.0948,2.84,2.08,0.77,0.3307,0.0697,0.0948,8.07,3.69,4.38,0.568,0.1146,0.1686,7.8,4.11,3.68,0.4513,0.1366,0.1878,7.81,5.1,2.71,0.318,0.1732,0.2329,0.2124,0.219,0.3093,0.2978,1.36,0.0788,Rich Vol,0.2978,1.36,0.0788,Rich Vol,0.3222,1.471,0.1032,Rich Vol,0.301,1.375,0.0821,Rich Vol,0.2945,1.345,0.0756,Rich Vol,2,1.47,3.3,3.45,Normal,2,0.73,7.06,8.1,Normal,1.56,1.24,,,,,,,,,,,,,,,,,,,0.04256,-5.10E-05,0.042611,2.0934,2.0934,3.4768,3.9064,5.1697,0.247,0.52,0.249,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,2.0198,0.495,Normal,0.184,0.181,0.182
LIN,3/27/26,-0.5388,-0.6218,Q3 Low Premium  / Low Risk,491.12,4/17/26,1.9303,25.552,1.5237,26.853,0.7737,28.479,0.3396,34.7971,4/17/26,1.9303,25.552,1.5237,26.853,0.7737,28.479,0.3396,34.7971,5/15/26,3.13,27.4384,2.4154,29.292,1.3744,30.7552,0.6425,35.4164,6/18/26,3.9121,27.1783,3.0559,28.9668,1.6849,30.5112,0.7619,36.934,7/17/26,4.0881,26.487,3.6447,28.6417,2.0582,30.105,0.8908,34.7328,3.28,1.93,1.35,0.4441,0.0755,0.1,3.28,1.93,1.35,0.4441,0.0755,0.1,5.91,3.13,2.78,0.4887,0.1141,0.1622,7.16,3.91,3.25,0.4591,0.1439,0.2027,7.53,4.09,3.44,0.4264,0.1543,0.2119,0.1898,0.193,0.1886,0.2555,1.324,0.0625,Rich Vol,0.2555,1.324,0.0625,Rich Vol,0.2744,1.422,0.0814,Rich Vol,0.2718,1.408,0.0788,Rich Vol,0.2649,1.373,0.0719,Rich Vol,1,0.73,2.57,2.57,Normal,3,1.1,2.67,2.92,Normal,1.38,1.09,,,,,,,,,,,,,,,,,,,0.032103,0.000159,0.031944,1.849,1.849,2.9871,3.7409,3.9994,0.09,0.694,0.08,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,1.1011,0.143,Normal,0.113,0.114,0.114
HALO,3/27/26,-0.5404,-0.5654,Q3 Low Premium  / Low Risk,61.63,,,,,,,,,,,,,,,,,,,5/15/26,3.375,40.511,4.5027,41.487,,,,,6/18/26,4.1863,36.609,5.2734,36.609,3.0423,41.487,,,9/18/26,7.1069,37.584,7.2205,40.999,3.7319,44.414,,,,,,,,,,,,,,,,,,,,,4.19,4.19,0,0.1993,0.1144,0.1135,10.81,7.11,3.7,0.345,0.1891,0.1926,0.2736,0.3689,0.3667,,,,,,,,,0.4051,1.098,0.0362,Equiv. Vol,0.3661,0.992,-0.0028,Equiv. Vol,0.3758,1.019,0.0069,Equiv. Vol,1,0.73,9.44,9.44,Normal,1,0.37,9.44,9.44,Normal,2.63,2.08,,,,,,,,,,,,,,,,,,,0.078511,-0.000552,0.079063,,,3.6005,4.4037,7.1296,0.772,0.219,0.772,,,,Cheap + Thin,Cheap + Thin,1.459,0.261,Normal,0.593,0.593,0.593
COST,3/27/26,-0.5414,-0.3063,Q3 Low Premium  / Low Risk,983.86,4/10/26,1.5682,24.9018,1.1655,25.877,0.5857,27.097,0.2536,30.6468,4/17/26,1.8382,24.5767,1.3112,25.292,0.7222,26.6578,0.3039,30.2233,5/15/26,2.7121,24.7936,2.0873,25.6604,1.1068,27.2713,0.4943,29.9887,6/18/26,4.0564,26.609,2.9692,27.2434,1.6675,28.6824,0.793,31.0214,7/17/26,4.3746,25.877,3.3533,26.9343,1.8166,28.0949,0.9114,30.2301,2.91,1.57,1.34,0.4952,0.063,0.0924,3.26,1.84,1.42,0.4588,0.0748,0.1084,4.93,2.71,2.22,0.451,0.1094,0.1599,8.19,4.06,4.13,0.5361,0.1524,0.2391,9.32,4.37,4.94,0.5401,0.1691,0.2579,0.151,0.1696,0.2001,0.249,1.468,0.0794,Rich Vol,0.2458,1.449,0.0761,Rich Vol,0.2479,1.462,0.0783,Rich Vol,0.2661,1.569,0.0965,Very Rich Vol,0.2588,1.526,0.0891,Very Rich Vol,2,1.47,2.42,2.43,Normal,3,1.1,3.09,3.64,Normal,1.21,0.96,,,,,,,,,,,,,,,,,,,0.039056,0.000204,0.038852,1.4877,1.7328,2.5871,3.839,4.1703,0.191,0.725,0.184,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,1.7748,0.395,Normal,0.062,0.064,0.066
GD,3/27/26,-0.5429,-0.7463,Q3 Low Premium  / Low Risk,346.76,4/10/26,2.0172,31.731,1.3554,30.5112,0.7931,36.121,,,4/17/26,2.4604,32.3815,1.6496,33.097,,,0.5984,33.682,5/15/26,3.6654,33.682,3.2299,34.17,1.5645,35.1455,0.6038,41.2428,6/18/26,4.3286,30.755,3.4943,31.4057,1.8457,32.707,1.0142,34.983,7/17/26,4.3527,29.78,3.9989,30.105,1.9178,31.243,0.9282,35.6335,3.66,2.02,1.65,0.4898,0.0636,0.0937,4.58,2.46,2.12,0.4905,0.076,0.1142,5.3,3.67,1.64,0.3571,0.1088,0.1702,6.48,4.33,2.15,0.3671,0.1407,0.201,7.15,4.35,2.8,0.3603,0.1462,0.2021,0.1857,0.2154,0.2518,0.3173,1.473,0.1019,Rich Vol,0.3238,1.503,0.1084,Very Rich Vol,0.3368,1.564,0.1214,Very Rich Vol,0.3076,1.428,0.0922,Rich Vol,0.2978,1.383,0.0824,Rich Vol,0,0,0,2.43,Normal,3,1.1,3.76,4.27,Normal,1.54,1.22,,,,,,,,,,,,,,,,,,,0.033876,-0.000325,0.034201,1.8848,2.2982,3.5783,4.1617,4.2819,0.111,0.358,0.114,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,0.5485,0.053,Normal,0.176,0.175,0.175
LH,3/27/26,-0.5592,-0.5549,Q3 Low Premium  / Low Risk,264.2,4/17/26,,,1.9871,29.78,1.0409,32.707,0.6056,37.584,4/17/26,,,1.9871,29.78,1.0409,32.707,0.6056,37.584,5/15/26,3.3497,30.2675,2.2521,32.707,1.514,35.633,0.6482,43.438,,,,,,,,,,8/21/26,4.6461,28.804,4.46,29.7797,,,,,,,,,,,,,,,,,6.91,3.35,3.56,0.5176,0.1107,0.1583,,,,,,,6.85,4.65,2.2,0.3114,0.1613,0.2196,0.2063,0.2115,0.2399,,,,,,,,,0.3027,1.431,0.0911,Rich Vol,,,,,0.288,1.362,0.0765,Rich Vol,1,0.73,2.82,2.82,Normal,3,1.1,3.67,4.15,Normal,1.51,1.2,,,,,,,,,,,,,,,,,,,,,,,,3.1302,,4.6089,,,,,,Rich + Thin,,Rich + Thin,1.2257,0.187,Normal,0.168,0.167,0.168
DIA,3/27/26,-0.5601,-0.4336,Q3 Low Premium  / Low Risk,451.39,4/10/26,1.7201,26.853,1.2018,29.7797,0.6469,32.219,0.3109,39.048,4/17/26,2.0288,26.4981,1.6043,28.8043,0.9009,32.056,0.4064,40.2674,5/15/26,2.7169,24.9018,2.1143,28.0725,1.2905,31.2432,0.6759,39.2104,6/18/26,3.3361,23.3408,2.6895,26.853,1.6637,30.7554,0.8211,39.466,6/30/26,3.3719,23.1314,2.9833,26.2151,1.8425,29.4953,0.8605,38.495,2.9,1.72,1.18,0.4577,0.0641,0.1263,3.47,2.03,1.44,0.4541,0.0766,0.149,5.75,2.72,3.03,0.5232,0.1091,0.1996,5.82,3.34,2.48,0.4343,0.1429,0.245,6.15,3.37,2.78,0.4331,0.1458,0.2477,0.1436,0.1361,0.1403,0.2685,1.972,0.1324,Very Rich Vol,0.265,1.946,0.1288,Very Rich Vol,0.249,1.829,0.1129,Very Rich Vol,0.2334,1.714,0.0973,Very Rich Vol,0.2313,1.699,0.0952,Very Rich Vol,1,0.73,1.74,1.74,Normal,1,0.37,2.45,2.45,Normal,0.97,0.77,,,,,,,,,,,,,,,,,,,0.023705,-0.000547,0.024252,1.6164,1.9439,2.5964,3.2068,3.2942,0.033,0.221,0.033,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,0.6525,0.067,Normal,0.021,0.021,0.021
MCD,3/27/26,-0.5642,-0.6129,Q3 Low Premium  / Low Risk,305.9,4/10/26,1.4752,22.463,1.0129,23.9263,0.5157,26.3655,0.2068,29.292,4/17/26,1.7462,22.951,1.2582,24.17,0.6375,25.877,0.2866,28.479,5/15/26,2.7569,25.227,2.2584,27.5037,1.2341,29.292,0.5721,32.121,6/18/26,3.4366,25.8772,2.9932,27.8288,1.5855,29.7797,0.6742,32.2188,9/18/26,4.2348,24.9018,4.1975,26.4626,2.2413,28.0725,1.026,30.4766,3.04,1.48,1.56,0.5734,0.0657,0.0862,3.19,1.75,1.44,0.4811,0.0761,0.1021,4.85,2.76,2.1,0.4364,0.1093,0.1611,6.29,3.44,2.85,0.4233,0.1328,0.2008,7.2,4.23,2.97,0.3471,0.1701,0.2475,0.1667,0.1711,0.1637,0.2246,1.313,0.0535,Rich Vol,0.2295,1.341,0.0584,Rich Vol,0.2523,1.474,0.0812,Rich Vol,0.2588,1.512,0.0877,Very Rich Vol,0.249,1.455,0.0779,Rich Vol,1,0.73,3.29,3.29,Normal,2,0.73,3,3.29,Normal,1.22,0.97,,,,,,,,,,,,,,,,,,,0.039138,0.000375,0.038762,1.3827,1.6486,2.6572,3.3479,4.2273,0.193,0.826,0.18,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,1.0631,0.134,Normal,0.072,0.07,0.073
CINF,3/27/26,-0.5645,-0.5638,Q3 Low Premium  / Low Risk,153.68,4/17/26,2.0367,26.853,1.6268,28.804,0.8947,31.731,0.3742,40.511,4/17/26,2.0367,26.853,1.6268,28.804,0.8947,31.731,0.3742,40.511,5/15/26,3.6309,29.78,2.7167,32.219,,,,,6/18/26,3.696,27.3405,3.4325,29.292,1.5292,32.707,0.7849,38.0723,9/18/26,4.6178,26.5277,4.4465,28.154,,,,,3.49,2.04,1.45,0.4499,0.0758,0.0893,3.49,2.04,1.45,0.4499,0.0758,0.0893,6.9,3.63,3.27,0.5257,0.1219,0.1592,5.8,3.7,2.11,0.3699,0.1352,0.162,7.29,4.62,2.67,0.3297,0.1741,0.2024,0.2405,0.2281,0.2214,0.2685,1.177,0.0404,Equiv. Vol,0.2685,1.177,0.0404,Equiv. Vol,0.2978,1.306,0.0697,Rich Vol,0.2734,1.199,0.0453,Equiv. Vol,0.2653,1.163,0.0372,Equiv. Vol,1,0.73,3.59,3.59,Normal,4,1.47,3.21,3.59,Normal,1.63,1.29,,,,,,,,,,,,,,,,,,,0.036617,-4.80E-05,0.036665,1.9547,1.9547,3.4481,3.6433,4.5835,0.153,0.528,0.143,Cheap + Thin,Cheap + Thin,Rich + Thin,Cheap + Thin,Cheap + Thin,1.4507,0.259,Normal,0.211,0.213,0.213
BBAI,3/27/26,-0.572,-0.1536,Q3 Low Premium  / Low Risk,3.14,4/10/26,,,3.5032,71.73,,,,,4/17/26,,,5.0955,76.608,,,1.2739,87.339,5/15/26,,,10.0318,88.315,,,,,6/18/26,,,13.8535,88.315,,,2.707,95.144,9/18/26,15.9236,95.144,19.9045,86.364,,,5.414,84.413,,,,,,,,,,,,,,,,,,,,,,,,,15.92,15.92,0,0.2008,0.1674,0.2519,0.5922,0.6322,0.7935,,,,,,,,,,,,,,,,,0.9514,1.505,0.3192,Very Rich Vol,1,0.73,8.2,8.2,Normal,1,0.37,14.57,14.57,Normal,4.51,3.57,,,,,,,,,,,,,,,,,,,,,,,,,,16.7198,,,,,,,,Rich + Thin,1.4387,0.253,Normal,0.871,0.871,0.871
BALL,3/27/26,-0.5756,-0.229,Q3 Low Premium  / Low Risk,59.27,4/17/26,2.0584,28.804,1.645,31.731,0.8014,34.658,,,4/17/26,2.0584,28.804,1.645,31.731,0.8014,34.658,,,5/15/26,4.1674,34.658,2.7839,35.6335,1.4341,39.536,0.8014,48.9663,6/18/26,4.1674,31.731,3.754,33.6825,2.109,36.609,1.0826,43.438,8/21/26,5.9811,32.707,5.4201,33.6825,3.1213,36.6085,,,3.23,2.06,1.17,0.3886,0.0715,0.0929,3.23,2.06,1.17,0.3886,0.0715,0.0929,7.66,4.17,3.49,0.5012,0.1202,0.1881,6.46,4.17,2.29,0.3548,0.1313,0.1881,9.81,5.98,3.83,0.3927,0.1829,0.27,0.2495,0.2215,0.2828,0.288,1.3,0.0665,Rich Vol,0.288,1.3,0.0665,Rich Vol,0.3466,1.565,0.1251,Very Rich Vol,0.3173,1.432,0.0958,Rich Vol,0.3271,1.476,0.1056,Rich Vol,2,1.47,3.19,3.33,Normal,2,0.73,6.69,8.58,Normal,1.58,1.25,,,,,,,,,,,,,,,,,,,0.052945,0.000525,0.05242,1.9757,1.9757,3.8907,4.0847,5.8689,0.461,0.886,0.447,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,2.0029,0.488,Normal,0.188,0.188,0.188
YUM,3/27/26,-0.5787,-0.3067,Q3 Low Premium  / Low Risk,153.96,4/17/26,1.9551,24.902,1.2828,25.877,0.6008,27.829,0.3735,32.707,4/17/26,1.9551,24.902,1.2828,25.877,0.6008,27.829,0.3735,32.707,5/15/26,3.6438,28.804,2.4357,30.2675,,,,,6/18/26,3.6925,27.341,3.1989,28.3165,1.7131,31.243,0.6712,34.658,7/17/26,4.2771,26.853,3.7185,27.829,1.8998,28.804,0.5034,32.707,3.39,1.96,1.44,0.4716,0.0785,0.0936,3.39,1.96,1.44,0.4716,0.0785,0.0936,6.9,3.64,3.25,0.5431,0.1265,0.1745,5.71,3.69,2.02,0.3639,0.1351,0.1768,6.7,4.28,2.43,0.3744,0.1593,0.2048,0.2219,0.2088,0.2143,0.249,1.192,0.0402,Equiv. Vol,0.249,1.192,0.0402,Equiv. Vol,0.288,1.379,0.0792,Rich Vol,0.2734,1.309,0.0646,Rich Vol,0.2685,1.286,0.0597,Rich Vol,2,1.47,3,3.17,Normal,3,1.1,3.51,4.51,Normal,1.49,1.18,,,,,,,,,,,,,,,,,,,0.033488,0.000291,0.033196,1.8206,1.8206,3.4022,3.5938,4.1654,0.109,0.773,0.099,Cheap + Thin,Cheap + Thin,Rich + Thin,Rich + Thin,Rich + Thin,2.0325,0.502,Moderate,0.16,0.158,0.159
PG,3/27/26,-0.6105,-0.6355,Q3 Low Premium  / Low Risk,142.71,4/10/26,1.6782,27.341,1.1693,27.8288,0.6009,27.829,0.2969,29.7798,4/17/26,2.0146,26.1212,1.5004,26.609,0.7666,28.8042,0.2873,31.7307,5/15/26,3.4055,29.78,2.7679,31.243,1.3033,32.707,0.626,37.5843,6/18/26,3.4668,27.829,3.5562,29.292,1.7641,31.731,0.7042,35.6333,7/17/26,3.8873,27.341,4.0554,28.3165,2.1407,30.2675,0.8771,33.032,3.19,1.68,1.51,0.4953,0.0614,0.0759,3.55,2.01,1.54,0.4714,0.0771,0.0911,4.92,3.41,1.51,0.3746,0.1144,0.1539,5.93,3.47,2.46,0.3711,0.1246,0.1567,5.55,3.89,1.66,0.3043,0.1422,0.1757,0.1967,0.2212,0.2081,0.2734,1.236,0.0522,Rich Vol,0.2612,1.181,0.04,Equiv. Vol,0.2978,1.346,0.0766,Rich Vol,0.2783,1.258,0.0571,Rich Vol,0.2734,1.236,0.0522,Rich Vol,1,0.73,3.2,3.2,Normal,3,1.1,2.88,3.2,Normal,1.58,1.25,,,,,,,,,,,,,,,,,,,0.032158,5.90E-05,0.0321,1.5764,1.9118,3.278,3.4847,3.9209,0.092,0.605,0.082,Rich + Thin,Cheap + Thin,Rich + Thin,Rich + Thin,Rich + Thin,1.2069,0.175,Normal,0.186,0.188,0.188
NTAP,3/27/26,-0.6173,-0.33,Q3 Low Premium  / Low Risk,102.34,4/17/26,2.7262,41.487,2.7604,41.487,1.368,43.438,0.7206,63.4375,4/17/26,2.7262,41.487,2.7604,41.487,1.368,43.438,0.7206,63.4375,5/15/26,4.485,40.511,3.5055,39.536,1.5634,42.462,1.0016,46.365,6/18/26,6.1983,44.7387,4.6414,43.438,2.7482,46.3645,1.6611,51.243,9/18/26,7.5142,42.462,7.5565,43.1127,3.7253,45.389,1.5146,48.316,2.73,2.73,0,0.2276,0.0657,0.0912,2.73,2.73,0,0.2276,0.0657,0.0912,6.14,4.49,1.65,0.3435,0.1107,0.1501,9.85,6.2,3.65,0.3837,0.1385,0.2074,10.18,7.51,2.66,0.2876,0.177,0.2514,0.2983,0.2988,0.3957,0.4149,1.388,0.116,Rich Vol,0.4149,1.388,0.116,Rich Vol,0.4051,1.356,0.1063,Rich Vol,0.4474,1.497,0.1485,Rich Vol,0.4246,1.421,0.1258,Rich Vol,1,0.73,4.19,4.19,Normal,3,1.1,7.5,9.84,Normal,2.13,1.69,,,,,,,,,,,,,,,,,,,0.068206,0.000257,0.067949,2.733,2.733,4.2891,5.8869,7.5227,0.673,0.763,0.667,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,1.628,0.318,Normal,0.436,0.436,0.437
OTIS,3/27/26,-0.621,-0.5909,Q3 Low Premium  / Low Risk,75.95,4/17/26,2.0737,30.2675,,,0.9381,33.682,,,4/17/26,2.0737,30.2675,,,0.9381,33.682,,,5/15/26,3.7525,32.707,2.8308,34.658,1.5471,32.707,0.8558,38.56,6/18/26,4.1036,30.7553,3.2423,33.1945,2.0079,40.511,,,9/18/26,5.4147,29.7798,5.0362,31.243,2.765,33.682,1.5471,34.658,3.92,2.07,1.84,0.4483,0.0685,0.0704,3.92,2.07,1.84,0.4483,0.0685,0.0704,7.55,3.75,3.8,0.5238,0.1147,0.1274,7.37,4.1,3.27,0.4177,0.1334,0.1393,8.11,5.41,2.7,0.327,0.1818,0.1838,0.2971,0.2946,0.2674,0.3027,1.027,0.0081,Equiv. Vol,0.3027,1.027,0.0081,Equiv. Vol,0.3271,1.11,0.0325,Equiv. Vol,0.3076,1.044,0.013,Equiv. Vol,0.2978,1.011,0.0032,Equiv. Vol,1,0.73,6.9,6.9,Normal,2,0.73,5.26,6.9,Normal,2.1,1.66,,,,,,,,,,,,,,,,,,,0.039519,-6.30E-05,0.039583,,,3.5682,3.9313,5.339,0.199,0.511,0.201,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,1.5088,0.277,Normal,0.43,0.428,0.428
JEPQ,3/27/26,-0.6435,-0.3366,Q3 Low Premium  / Low Risk,54.13,4/17/26,1.8289,24.414,1.2932,27.341,0.6466,27.829,0.4388,32.7065,4/17/26,1.8289,24.414,1.2932,27.341,0.6466,27.829,0.4388,32.7065,5/15/26,2.8681,24.414,2.3323,26.365,1.1777,25.8775,0.4849,32.7065,,,,,,,,,,8/21/26,4.4412,26.6578,3.6486,25.3895,1.9167,25.3895,1.4317,28.804,3.58,1.83,1.76,0.5085,0.0749,0.1152,3.58,1.83,1.76,0.5085,0.0749,0.1152,4.16,2.87,1.29,0.3865,0.1175,0.1807,,,,,,,5.47,4.44,1.03,0.2685,0.1666,0.2798,0.1732,0.1587,0.1508,0.2441,1.538,0.0854,Very Rich Vol,0.2441,1.538,0.0854,Very Rich Vol,0.2441,1.538,0.0854,Very Rich Vol,,,,,0.2666,1.679,0.1078,Very Rich Vol,1,0.73,2.15,2.15,Normal,2,0.73,2.05,2.15,Normal,1.13,0.9,,,,,,,,,,,,,,,,,,,0.035676,0.000313,0.035363,1.7218,1.7218,2.7609,,4.2827,0.138,0.79,0.126,Rich + Thin,Rich + Thin,Rich + Thin,,Rich + Thin,0.8376,0.088,Normal,0.047,0.048,0.048
AOS,3/27/26,-0.6482,-0.1131,Q3 Low Premium  / Low Risk,64.42,4/17/26,2.2819,29.78,,,0.815,34.658,,,4/17/26,2.2819,29.78,,,0.815,34.658,,,5/15/26,4.5328,35.633,2.212,35.633,,,0.8538,39.536,,,,,,,,,,7/17/26,6.0075,31.731,3.8032,33.682,2.212,37.584,2.3673,51.243,4.14,2.28,1.86,0.4812,0.0766,0.1021,4.14,2.28,1.86,0.4812,0.0766,0.1021,8.29,4.53,3.76,0.5276,0.1272,0.2027,,,,,,,11.86,6.01,5.85,0.5606,0.1893,0.2687,0.2376,0.2236,0.2754,0.2978,1.332,0.0742,Rich Vol,0.2978,1.332,0.0742,Rich Vol,0.3563,1.594,0.1327,Very Rich Vol,,,,,0.3173,1.419,0.0937,Rich Vol,2,1.47,3.03,3.06,Normal,2,0.73,4.97,5.16,Normal,1.6,1.26,,,,,,,,,,,,,,,,,,,,0.000272,,,,4.0686,,5.5666,,0.766,,Rich + Thin,Rich + Thin,Rich + Thin,,Rich + Thin,1.84,0.414,Normal,0.196,0.198,0.195
AWK,3/27/26,-0.6507,-0.3172,Q3 Low Premium  / Low Risk,136.86,4/17/26,,,1.845,26.853,0.8585,28.804,0.3745,36.121,4/17/26,,,1.845,26.853,0.8585,28.804,0.3745,36.121,5/15/26,3.1273,28.804,2.0094,29.78,,,0.6576,35.633,6/18/26,3.8945,27.341,2.8496,28.804,1.6075,30.2675,0.6941,36.2837,9/18/26,4.5923,26.853,4.6763,27.8287,2.4021,31.243,1.0275,34.6575,,,,,,,,,,,,,5.93,3.13,2.8,0.4665,0.1086,0.1267,7.68,3.89,3.78,0.4894,0.1424,0.1578,6.61,4.59,2.01,0.2952,0.171,0.186,0.233,0.2469,0.2359,,,,,,,,,0.288,1.167,0.0412,Equiv. Vol,0.2734,1.108,0.0265,Equiv. Vol,0.2685,1.088,0.0217,Equiv. Vol,2,1.47,3.77,3.92,Normal,3,1.1,3.75,3.92,Normal,1.76,1.39,,,,,,,,,,,,,,,,,,,0.036718,-0.000402,0.037121,,,2.9037,3.6855,4.6091,0.155,0.311,0.159,,,Cheap + Thin,Cheap + Thin,Cheap + Thin,2.1653,0.555,Moderate,0.271,0.269,0.266
