symbol,date,premium_score,risk_score,quadrant,spot,expiration_14,premium_atm_14,iv_atm_14,premium_slight_14,iv_slight_14,premium_moderate_14,iv_moderate_14,premium_far_14,iv_far_14,expiration_30,premium_atm_30,iv_atm_30,premium_slight_30,iv_slight_30,premium_moderate_30,iv_moderate_30,premium_far_30,iv_far_30,expiration_45,premium_atm_45,iv_atm_45,premium_slight_45,iv_slight_45,premium_moderate_45,iv_moderate_45,premium_far_45,iv_far_45,expiration_over60_1,premium_atm_over60_1,iv_atm_over60_1,premium_slight_over60_1,iv_slight_over60_1,premium_moderate_over60_1,iv_moderate_over60_1,premium_far_over60_1,iv_far_over60_1,expiration_over60_2,premium_atm_over60_2,iv_atm_over60_2,premium_slight_over60_2,iv_slight_over60_2,premium_moderate_over60_2,iv_moderate_over60_2,premium_far_over60_2,iv_far_over60_2,straddle_14,put_atm_14,call_atm_14,prem_per_iv_primary_14,prem_per_iv_sec_14,prem_per_hv30_14,straddle_30,put_atm_30,call_atm_30,prem_per_iv_primary_30,prem_per_iv_sec_30,prem_per_hv30_30,straddle_45,put_atm_45,call_atm_45,prem_per_iv_primary_45,prem_per_iv_sec_45,prem_per_hv30_45,straddle_over60_1,put_atm_over60_1,call_atm_over60_1,prem_per_iv_primary_over60_1,prem_per_iv_sec_over60_1,prem_per_hv30_over60_1,straddle_over60_2,put_atm_over60_2,call_atm_over60_2,prem_per_iv_primary_over60_2,prem_per_iv_sec_over60_2,prem_per_hv30_over60_2,HV_20,HV_30,HV_60,atm_iv_14,ratio_14,spread_14,signal_14,atm_iv_30,ratio_30,spread_30,signal_30,atm_iv_45,ratio_45,spread_45,signal_45,atm_iv_over60_1,ratio_over60_1,spread_over60_1,signal_over60_1,atm_iv_over60_2,ratio_over60_2,spread_over60_2,signal_over60_2,spike_count_30,spike_ratio_30,avg_spike_pct_30,max_spike_pct_30,spike_signal_30,spike_count_60,spike_ratio_60,avg_spike_pct_60,max_spike_pct_60,spike_signal_60,relative_vol_spy,relative_vol_qqq,straddle_14.0,put_atm_14.0,call_atm_14.0,prem_per_iv_primary_14.0,prem_per_iv_sec_14.0,prem_per_hv30_14.0,straddle_45.0,put_atm_45.0,call_atm_45.0,prem_per_iv_primary_45.0,prem_per_iv_sec_45.0,prem_per_hv30_45.0,premium_slope,iv_slope,slope_divergence,wp_14,wp_30,wp_45,wp_over60_1,wp_over60_2,premium_slope_pct,iv_slope_pct,slope_div_pct,prem_efficiency_signal_14,prem_efficiency_signal_30,prem_efficiency_signal_45,prem_efficiency_signal_over60_1,prem_efficiency_signal_over60_2,spike_score_universe,spike_pct_universe,spike_signal_universe,HV_30_pct,relative_vol_spy_pct,relative_vol_qqq_pct
XLU,2026-03-31,-0.5491,0.2056,Q4 Low Premium  / High Risk,45.89,2026-04-10,2.2064,42.9505,0.9043,22.9505,0.6102,29.7795,0.1961,29.78,2026-05-01,2.8873,28.804,3.7971,44.4135,0.9643,27.3405,,,2026-05-15,2.6149,27.8287,1.8686,23.926,0.9588,23.926,0.6138,29.1293,2026-06-18,3.8788,27.4386,2.269,22.7065,1.4055,24.9015,1.2948,42.4625,2026-09-18,3.6282,22.3003,3.4076,21.0,1.8486,21.8123,1.0068,25.6824,7.47,2.21,5.26,0.873,0.0514,0.1319,5.76,2.89,2.87,0.5698,0.1002,0.1726,4.0,2.61,1.39,0.3405,0.094,0.1563,6.74,3.88,2.86,0.4386,0.1414,0.2318,6.6,3.63,2.97,0.3594,0.1627,0.2168,0.176,0.1673,0.1665,0.4295,2.567,0.2622,Very Rich Vol,0.288,1.721,0.1207,Very Rich Vol,0.2783,1.663,0.111,Very Rich Vol,0.2744,1.64,0.1071,Very Rich Vol,0.223,1.333,0.0557,Rich Vol,1,0.73,4.15,4.15,Normal,3,1.1,3.11,4.15,Normal,1.01,0.81,,,,,,,,,,,,,0.019625,-0.002194,0.021819,1.946,3.0693,2.4656,3.5568,3.5841,0.014,0.033,0.018,Rich + Efficient,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,1.3784,0.238,Normal,0.058,0.058,0.051
PCG,2026-03-31,-0.5543,0.2227,Q4 Low Premium  / High Risk,17.57,2026-04-10,2.1628,36.609,1.1668,38.56,0.7114,42.462,0.5122,61.974,2026-05-01,3.0307,33.194,2.6181,36.609,,,1.2521,55.145,2026-05-15,3.358,33.682,2.7604,31.731,1.7359,37.584,0.9676,42.462,2026-06-18,4.1548,30.755,4.0979,32.707,2.1059,37.097,0.811,44.414,2026-09-18,5.4781,31.731,5.7057,34.17,3.3295,36.609,1.6505,41.812,4.7,2.16,2.53,0.6439,0.0591,0.0952,5.66,3.03,2.63,0.4864,0.0913,0.1334,4.5,3.36,1.14,0.3159,0.0997,0.1478,6.52,4.15,2.36,0.3784,0.1351,0.1828,8.38,5.48,2.9,0.3206,0.1726,0.2411,0.2527,0.2272,0.2673,0.3661,1.611,0.1389,Very Rich Vol,0.3319,1.461,0.1047,Rich Vol,0.3368,1.482,0.1096,Rich Vol,0.3076,1.353,0.0803,Rich Vol,0.3173,1.396,0.0901,Rich Vol,2,1.47,4.48,4.9,Normal,4,1.47,4.66,5.64,Normal,1.37,1.11,,,,,,,,,,,,,0.044769,-0.000609,0.045378,1.9636,2.9482,3.2385,4.1434,5.5236,0.311,0.148,0.315,Rich + Efficient,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,2.6613,0.732,Moderate,0.195,0.198,0.198
DE,2026-03-31,-0.5695,0.1998,Q4 Low Premium  / High Risk,563.3,2026-04-10,1.7235,31.5685,1.1302,32.3817,0.5903,35.6333,0.3479,49.5355,2026-05-01,2.8123,31.0803,2.0696,33.0317,1.0931,35.633,,,2026-05-15,3.3597,30.7553,2.6718,33.357,1.4054,36.2837,0.5601,43.438,2026-06-18,4.69,33.1945,3.9344,35.6332,2.1481,38.316,1.0135,44.553,2026-09-18,6.0124,33.1249,5.7696,35.7958,3.1227,38.365,1.4333,42.3404,3.38,1.72,1.66,0.5381,0.0546,0.0421,5.38,2.81,2.57,0.4938,0.0905,0.0687,6.34,3.36,2.98,0.488,0.1092,0.082,8.39,4.69,3.7,0.4515,0.1413,0.1145,10.6,6.01,4.59,0.3885,0.1815,0.1468,0.2436,0.4095,0.3752,0.3157,0.771,-0.0938,Compressed Vol,0.3108,0.759,-0.0987,Compressed Vol,0.3076,0.751,-0.102,Compressed Vol,0.3319,0.811,-0.0776,Compressed Vol,0.3312,0.809,-0.0783,Compressed Vol,2,1.47,3.59,3.88,Normal,2,0.73,8.1,10.96,Normal,2.46,1.99,,,,,,,,,,,,,0.056597,0.000284,0.056313,1.6048,2.6638,3.2221,4.5389,5.9638,0.546,0.753,0.546,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,2.1746,0.558,Moderate,0.651,0.651,0.651
HALO,2026-03-31,-0.59,0.2882,Q4 Low Premium  / High Risk,64.63,2026-04-17,1.8258,25.877,,,,,,,,,,,,,,,,2026-05-15,4.224,33.682,2.2435,38.56,,,1.2765,47.34,2026-06-18,6.0808,36.609,3.6361,38.56,,,1.7794,55.145,2026-09-18,6.8544,35.633,6.6533,40.511,4.2937,42.462,,,3.11,1.83,1.28,0.4627,0.0706,0.0488,,,,,,,8.76,4.22,4.53,0.6153,0.1254,0.1129,12.78,6.08,6.7,0.6235,0.1661,0.1625,11.6,6.85,4.74,0.3951,0.1924,0.1832,0.3191,0.3742,0.3649,0.2588,0.692,-0.1154,Discounted Vol,,,,,0.3368,0.9,-0.0373,Equiv. Vol,0.3661,0.978,-0.0081,Equiv. Vol,0.3563,0.952,-0.0178,Equiv. Vol,3,2.2,4.1,4.49,Moderate,1,0.37,9.44,9.44,Normal,2.25,1.82,,,,,,,,,,,,,0.063072,0.001305,0.061767,,,3.8279,5.5919,6.8142,0.634,0.96,0.607,Cheap + Thin,,Cheap + Efficient,Cheap + Efficient,Cheap + Thin,2.8829,0.803,Elevated,0.575,0.576,0.577
WAB,2026-03-31,-0.5994,-0.0351,Q4 Low Premium  / High Risk,249.91,2026-04-17,2.4649,29.78,1.1804,32.707,,,0.5402,36.609,,,,,,,,,,2026-05-15,4.3256,32.707,2.801,33.682,,,,,,,,,,,,,,2026-07-17,4.6657,28.3165,3.5213,30.2675,1.8507,30.755,1.0337,34.983,4.97,2.46,2.5,0.6425,0.0828,0.0947,,,,,,,8.85,4.33,4.53,0.6404,0.1323,0.1662,,,,,,,8.06,4.67,3.4,0.4348,0.1648,0.1793,0.3108,0.2603,0.2394,0.2978,1.144,0.0375,Equiv. Vol,,,,,0.3271,1.257,0.0668,Rich Vol,,,,,0.2832,1.088,0.0229,Equiv. Vol,2,1.47,4.37,5.15,Normal,3,1.1,3.98,5.15,Normal,1.57,1.27,,,,,,,,,,,,,0.027421,-0.000248,0.027669,2.208,,4.0207,,4.4368,0.045,0.295,0.047,Cheap + Efficient,,Rich + Efficient,,Cheap + Thin,2.4686,0.67,Moderate,0.286,0.288,0.291
TFC,2026-03-31,-0.6026,0.2939,Q4 Low Premium  / High Risk,45.97,2026-04-17,,,2.3602,39.536,0.8375,41.487,0.3807,47.34,,,,,,,,,,2026-05-15,3.5784,37.584,4.057,37.584,2.1427,38.56,0.7867,47.015,2026-06-18,4.6661,35.633,4.1277,36.121,1.9578,38.56,0.8701,46.0397,2026-09-18,6.1616,35.633,6.874,36.6085,3.4968,39.048,1.501,44.4133,,,,,,,,,,,,,3.58,3.58,0.0,0.2253,0.0952,0.122,5.29,4.67,0.62,0.265,0.1309,0.159,9.32,6.16,3.15,0.3174,0.1729,0.21,0.2609,0.2934,0.2691,,,,,,,,,0.3758,1.281,0.0825,Rich Vol,0.3563,1.215,0.0629,Rich Vol,0.3563,1.215,0.0629,Rich Vol,3,2.2,4.3,4.36,Moderate,4,1.47,4.15,4.36,Normal,1.77,1.43,,,,,,,,,,,,,0.057622,-0.000387,0.058009,,,3.6741,4.5584,6.3041,0.554,0.217,0.558,,,Rich + Thin,Rich + Thin,Rich + Thin,3.326,0.889,Elevated,0.401,0.403,0.401
MA,2026-03-31,-0.6117,0.0735,Q4 Low Premium  / High Risk,499.66,2026-04-10,1.5082,27.6338,1.0069,29.536,0.5972,33.0968,0.308,39.3404,2026-05-01,3.0924,31.975,2.1985,34.4624,1.2358,38.0723,0.8023,43.6332,2026-05-15,3.2698,29.7798,2.6038,32.3164,1.486,35.6332,0.7251,43.0833,2026-06-18,3.8565,28.6649,3.2551,31.1734,1.8246,34.6578,0.8591,41.9746,2026-07-17,4.3622,28.5602,3.952,30.7553,2.3032,33.357,1.1086,39.5354,2.99,1.51,1.48,0.5429,0.0546,0.0533,5.78,3.09,2.69,0.5155,0.0967,0.1094,5.94,3.27,2.67,0.4721,0.1098,0.1156,7.13,3.86,3.27,0.4441,0.1345,0.1364,7.86,4.36,3.5,0.4205,0.1527,0.1543,0.2409,0.2828,0.2661,0.2763,0.977,-0.0064,Equiv. Vol,0.3198,1.131,0.037,Equiv. Vol,0.2978,1.053,0.015,Equiv. Vol,0.2866,1.014,0.0039,Equiv. Vol,0.2856,1.01,0.0028,Equiv. Vol,2,1.47,4.79,5.94,Normal,5,1.83,4.19,5.94,Moderate,1.7,1.38,,,,,,,,,,,,,0.034,-9.7e-05,0.034096,1.4079,2.9136,3.1366,3.7362,4.2802,0.127,0.424,0.123,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,3.0571,0.834,Elevated,0.373,0.37,0.375
DGX,2026-03-31,-0.6228,0.6209,Q4 Low Premium  / High Risk,195.98,2026-04-17,2.0614,31.731,1.4032,31.731,0.8164,33.682,0.5677,46.365,,,,,,,,,,2026-05-15,3.7325,32.707,2.5258,33.1945,1.3968,35.6335,0.557,38.2347,,,,,,,,,,2026-08-21,5.0617,29.1293,4.2351,29.4547,2.462,31.243,1.1098,31.0807,4.43,2.06,2.37,0.538,0.065,0.1238,,,,,,,6.42,3.73,2.69,0.4644,0.1141,0.2241,,,,,,,10.64,5.06,5.58,0.4851,0.1738,0.3039,0.1537,0.1666,0.2581,0.3173,1.905,0.1508,Very Rich Vol,,,,,0.3271,1.964,0.1605,Very Rich Vol,,,,,0.2913,1.749,0.1247,Very Rich Vol,3,2.2,2.33,2.45,Moderate,2,0.73,5.41,7.11,Normal,1.0,0.81,,,,,,,,,,,,,0.037916,-0.000371,0.038288,1.9298,,3.4912,,4.8964,0.182,0.23,0.188,Rich + Thin,,Rich + Thin,,Rich + Thin,2.3655,0.633,Moderate,0.057,0.05,0.051
CNMD,2026-03-31,-0.6297,0.8433,Q4 Low Premium  / High Risk,35.36,2026-04-17,4.03,54.169,,,,,,,,,,,,,,,,2026-05-15,7.2822,58.072,,,2.8281,65.876,,,,,,,,,,,,2026-08-21,9.8416,54.1695,,,,,,,9.26,4.03,5.23,0.6583,0.0744,0.1007,,,,,,,16.05,7.28,8.77,0.654,0.1254,0.182,,,,,,,16.56,9.84,6.72,0.4058,0.1817,0.2459,0.4092,0.4002,0.4159,0.5417,1.354,0.1415,Rich Vol,,,,,0.5807,1.451,0.1805,Rich Vol,,,,,0.5417,1.354,0.1415,Rich Vol,3,2.2,5.52,5.79,Moderate,4,1.47,6.19,8.22,Normal,2.41,1.95,,,,,,,,,,,,,,-6.5e-05,,,,,,,,0.46,,Rich + Efficient,,Rich + Efficient,,Rich + Thin,3.9294,0.953,Extreme,0.639,0.639,0.639
BOTZ,2026-03-31,-0.6426,-0.05,Q4 Low Premium  / High Risk,33.22,2026-04-17,2.935,39.536,1.2041,31.731,0.6773,34.658,0.4515,39.536,,,,,,,,,,2026-05-15,3.9434,34.6575,3.236,36.609,,,,,2026-06-18,5.1575,36.934,3.8004,34.6575,2.0319,33.682,,,2026-09-18,5.1626,28.8042,,,2.3329,24.902,,,5.49,2.93,2.56,0.535,0.0742,0.1045,,,,,,,6.27,3.94,2.33,0.428,0.1138,0.1405,8.76,5.16,3.6,0.4237,0.1396,0.1837,8.39,5.16,3.23,0.3537,0.1792,0.1839,0.2991,0.2807,0.2625,0.3954,1.408,0.1146,Rich Vol,,,,,0.3466,1.235,0.0658,Rich Vol,0.3693,1.316,0.0886,Rich Vol,0.288,1.026,0.0073,Equiv. Vol,2,1.47,3.76,3.77,Normal,4,1.47,3.9,4.67,Normal,1.69,1.37,,,,,,,,,,,,,0.046035,-0.001248,0.047284,2.5888,,3.8019,4.8861,,0.346,0.065,0.366,Rich + Thin,,Rich + Thin,Rich + Thin,Cheap + Thin,2.3729,0.635,Moderate,0.361,0.361,0.365
XLY,2026-03-31,-0.6451,-0.0769,Q4 Low Premium  / High Risk,108.98,2026-04-10,1.9086,36.6085,2.2458,44.4135,,,,,2026-05-01,2.4619,27.2432,2.35,35.048,,,0.4496,47.34,2026-05-15,3.098,27.097,2.528,34.4626,2.4179,58.072,,,2026-06-18,3.7667,26.853,3.0678,32.3813,2.3187,37.0966,,,2026-09-18,4.4033,25.6335,5.1271,30.0238,2.7746,32.9505,,,4.1,1.91,2.19,0.5622,0.0521,0.0829,4.51,2.46,2.04,0.4716,0.0904,0.1069,5.82,3.1,2.72,0.5082,0.1143,0.1345,7.55,3.77,3.78,0.5021,0.1403,0.1636,7.6,4.4,3.2,0.36,0.1718,0.1912,0.2567,0.2303,0.2001,0.3661,1.59,0.1358,Very Rich Vol,0.2724,1.183,0.0421,Equiv. Vol,0.271,1.177,0.0407,Equiv. Vol,0.2685,1.166,0.0382,Equiv. Vol,0.2563,1.113,0.026,Equiv. Vol,2,1.47,3.02,3.09,Normal,3,1.1,2.89,3.09,Normal,1.39,1.12,,,,,,,,,,,,,0.033859,-0.001116,0.034975,1.976,2.4395,2.984,3.6269,4.5481,0.125,0.075,0.133,Rich + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,1.9142,0.445,Normal,0.206,0.208,0.205
TRV,2026-03-31,-0.6489,0.8249,Q4 Low Premium  / High Risk,291.68,2026-04-17,2.537,33.682,1.4399,36.609,0.78,39.536,0.3471,44.901,,,,,,,,,,2026-05-15,2.9022,28.3165,2.2628,29.78,1.4742,31.731,0.7228,37.9097,,,,,,,,,,2026-07-17,4.5735,27.341,3.3256,29.292,1.8599,32.2185,0.8635,38.316,5.74,2.54,3.21,0.6564,0.0753,0.1624,,,,,,,5.12,2.9,2.22,0.4281,0.1025,0.1858,,,,,,,8.67,4.57,4.09,0.4842,0.1673,0.2928,0.1702,0.1562,0.1835,0.3368,2.156,0.1806,Very Rich Vol,,,,,0.2832,1.813,0.127,Very Rich Vol,,,,,0.2734,1.75,0.1172,Very Rich Vol,3,2.2,2.21,2.34,Moderate,4,1.47,2.76,3.37,Normal,0.94,0.76,,,,,,,,,,,,,0.026641,-0.000777,0.027418,2.3176,,2.7743,,4.3239,0.041,0.101,0.043,Rich + Efficient,,Rich + Thin,,Rich + Thin,2.5076,0.681,Moderate,0.027,0.027,0.026
ICE,2026-03-31,-0.6498,0.0434,Q4 Low Premium  / High Risk,157.28,2026-04-17,1.6404,28.804,1.8915,30.755,1.0332,33.682,0.4292,38.0725,,,,,,,,,,2026-05-15,3.3157,30.7555,2.2889,31.731,1.359,35.1455,0.6438,39.5355,2026-06-18,3.764,28.8043,3.2744,30.755,2.0982,32.7065,0.8544,37.5845,2026-09-18,4.6181,28.154,5.256,29.7797,2.7234,33.032,1.2557,37.3405,1.64,1.64,0.0,0.2193,0.0569,0.0721,,,,,,,6.85,3.32,3.54,0.5274,0.1078,0.1458,8.32,3.76,4.56,0.5159,0.1307,0.1655,7.72,4.62,3.1,0.3329,0.164,0.203,0.239,0.2275,0.3136,0.288,1.266,0.0606,Rich Vol,,,,,0.3076,1.352,0.0801,Rich Vol,0.288,1.266,0.0606,Rich Vol,0.2815,1.238,0.0541,Rich Vol,3,2.2,3.22,3.45,Moderate,2,0.73,7.06,8.1,Normal,1.37,1.11,,,,,,,,,,,,,0.039273,-0.00013,0.039403,1.6906,,3.1103,3.6661,4.7457,0.204,0.397,0.209,Rich + Thin,,Rich + Thin,Rich + Thin,Rich + Thin,2.7827,0.783,Elevated,0.199,0.198,0.198
VRTX,2026-03-31,-0.6708,-0.0883,Q4 Low Premium  / High Risk,446.54,2026-04-10,1.6639,30.7552,1.116,33.357,0.6382,35.633,0.3779,44.901,2026-05-01,3.1117,32.9505,2.217,35.3083,,,,,2026-05-15,3.6973,33.6823,2.7209,36.121,1.6348,38.072,1.1645,40.511,2026-06-18,4.2813,31.487,3.5047,34.983,1.8625,37.2593,0.9116,45.7145,2026-07-17,5.0847,31.487,3.8257,32.0563,2.4895,36.2837,1.1225,43.2753,3.03,1.66,1.36,0.4943,0.0541,0.0443,5.58,3.11,2.46,0.4825,0.0944,0.0828,7.19,3.7,3.5,0.5054,0.1098,0.0984,7.88,4.28,3.6,0.4468,0.136,0.1139,9.5,5.08,4.42,0.4609,0.1615,0.1353,0.4173,0.3759,0.3642,0.3076,0.818,-0.0684,Compressed Vol,0.3295,0.877,-0.0464,Compressed Vol,0.3368,0.896,-0.0391,Compressed Vol,0.3149,0.838,-0.0611,Compressed Vol,0.3149,0.838,-0.0611,Compressed Vol,1,0.73,7.98,7.98,Normal,3,1.1,6.06,7.98,Normal,2.26,1.83,,,,,,,,,,,,,0.040265,-2.7e-05,0.040293,1.5543,2.9328,3.502,4.126,4.8329,0.219,0.504,0.219,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,Cheap + Thin,1.846,0.418,Normal,0.586,0.582,0.583
V,2026-03-31,-0.6709,0.5492,Q4 Low Premium  / High Risk,302.24,2026-04-10,1.6466,29.7797,1.0527,31.0803,0.6022,33.6825,0.3129,39.3732,2026-05-01,2.8074,30.7553,2.0762,34.0073,1.1489,36.609,0.6245,40.7552,2026-05-15,3.3671,30.43,2.6055,32.7067,1.4944,35.6333,0.673,41.3243,2026-06-18,4.0402,29.0482,3.3665,31.731,1.9769,34.3327,0.9111,39.7794,2026-07-17,4.3796,28.8042,4.0345,30.9992,2.2995,33.1945,1.158,37.4217,3.17,1.65,1.52,0.5338,0.0553,0.0734,4.94,2.81,2.13,0.4577,0.0913,0.1252,6.0,3.37,2.64,0.4669,0.1107,0.1502,6.99,4.04,2.95,0.4296,0.1391,0.1802,8.09,4.38,3.71,0.4292,0.152,0.1953,0.1968,0.2242,0.2424,0.2978,1.328,0.0736,Rich Vol,0.3076,1.372,0.0833,Rich Vol,0.3043,1.357,0.0801,Rich Vol,0.2905,1.295,0.0662,Rich Vol,0.288,1.285,0.0638,Rich Vol,3,2.2,3.68,4.6,Moderate,7,2.56,3.64,4.6,Elevated,1.35,1.09,,,,,,,,,,,,,0.035121,-0.000204,0.035325,1.5278,2.6612,3.2148,3.9055,4.3106,0.139,0.328,0.141,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,3.9761,0.964,Extreme,0.184,0.185,0.184
UNP,2026-03-31,-0.6756,0.4162,Q4 Low Premium  / High Risk,242.62,2026-04-10,1.5601,27.8285,1.0785,30.105,,,0.3916,39.536,2026-05-01,2.9305,31.243,2.0093,33.1945,1.288,35.633,,,2026-05-15,2.9731,28.479,2.2772,30.2675,1.3447,32.7065,0.577,37.5842,2026-06-18,3.6693,28.3165,2.8783,29.4547,1.6487,31.243,0.9557,35.3895,2026-08-21,4.73,28.024,4.3484,29.4547,2.5297,31.7307,1.0562,34.6578,3.29,1.56,1.73,0.5929,0.0561,0.0845,6.31,2.93,3.38,0.5762,0.0938,0.1587,5.57,2.97,2.59,0.4625,0.1044,0.161,7.17,3.67,3.5,0.4523,0.1296,0.1987,8.8,4.73,4.07,0.4171,0.1688,0.2561,0.2019,0.1847,0.2374,0.2783,1.507,0.0936,Very Rich Vol,0.3124,1.692,0.1278,Very Rich Vol,0.2848,1.542,0.1001,Very Rich Vol,0.2832,1.533,0.0985,Very Rich Vol,0.2802,1.517,0.0956,Very Rich Vol,4,2.93,2.52,2.83,Elevated,4,1.47,3.56,3.99,Normal,1.11,0.9,,,,,,,,,,,,,0.038174,-0.000142,0.038317,1.4638,2.7463,2.8339,3.5111,4.6537,0.188,0.381,0.19,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,3.4631,0.907,Extreme,0.086,0.084,0.085
WMT,2026-03-31,-0.6872,-0.0736,Q4 Low Premium  / High Risk,124.28,2026-04-10,1.5187,26.365,1.0796,28.8043,0.5619,31.731,0.2327,36.4463,2026-05-01,2.6416,28.414,1.8732,29.975,1.0621,32.9505,0.5096,37.4218,2026-05-15,3.4036,27.829,2.3737,28.804,1.4081,31.731,0.5485,36.934,2026-06-18,4.0473,29.78,3.2085,31.731,1.7621,34.658,0.7531,40.121,2026-07-17,4.8721,30.755,3.9125,31.243,2.2852,33.682,1.042,38.0725,2.97,1.52,1.45,0.5661,0.0576,0.0681,5.01,2.64,2.36,0.5024,0.093,0.1184,6.47,3.4,3.06,0.5498,0.1223,0.1526,6.46,4.05,2.42,0.3876,0.1359,0.1814,7.8,4.87,2.93,0.3875,0.1584,0.2184,0.2119,0.2231,0.2571,0.2636,1.182,0.0406,Equiv. Vol,0.2841,1.274,0.0611,Rich Vol,0.2783,1.248,0.0552,Rich Vol,0.2978,1.335,0.0747,Rich Vol,0.3076,1.379,0.0845,Rich Vol,2,1.47,3.19,3.58,Normal,5,1.83,3.69,4.05,Moderate,1.34,1.09,,,,,,,,,,,,,0.041281,0.00054,0.040741,1.4309,2.4879,3.1976,3.8795,4.6802,0.235,0.874,0.227,Cheap + Thin,Rich + Thin,Rich + Thin,Rich + Thin,Rich + Thin,2.4549,0.664,Moderate,0.182,0.182,0.184
GIS,2026-03-31,-0.704,0.2339,Q4 Low Premium  / High Risk,37.22,2026-04-17,2.942,39.536,,,1.0747,39.536,0.2687,43.438,,,,,,,,,,2026-05-15,4.4868,36.609,2.2837,35.633,,,0.6381,40.023,2026-06-18,5.2929,32.707,3.2912,33.682,1.6792,35.633,0.6717,36.609,2026-07-17,5.8302,37.5845,4.5674,35.633,2.4181,36.609,1.3434,43.9255,4.07,2.94,1.13,0.3964,0.0744,0.1216,,,,,,,7.23,4.49,2.74,0.4672,0.1226,0.1855,9.31,5.29,4.02,0.5084,0.1618,0.2188,10.92,5.83,5.09,0.4439,0.1551,0.2411,0.26,0.2419,0.3054,0.3954,1.635,0.1535,Very Rich Vol,,,,,0.3661,1.514,0.1242,Very Rich Vol,0.3271,1.352,0.0852,Rich Vol,0.3758,1.554,0.134,Very Rich Vol,2,1.47,3.53,3.91,Normal,4,1.47,4.85,7.25,Normal,1.46,1.18,,,,,,,,,,,,,0.032526,-0.000372,0.032898,,,4.0462,4.8926,5.5776,0.11,0.226,0.11,Rich + Thin,,Rich + Thin,Rich + Thin,Rich + Thin,2.568,0.703,Moderate,0.234,0.236,0.236
GWW,2026-03-31,-0.7123,0.1747,Q4 Low Premium  / High Risk,1090.81,2026-04-17,1.9698,27.1783,1.2789,29.4547,0.793,31.731,0.4039,39.4272,,,,,,,,,,2026-05-15,3.1881,28.6092,2.5474,30.0235,1.3064,32.707,0.6601,36.609,,,,,,,,,,2026-07-17,3.9588,25.3895,3.136,26.6903,1.7731,28.479,0.8297,31.7307,4.14,1.97,2.17,0.5862,0.0725,0.092,,,,,,,5.72,3.19,2.53,0.4733,0.1114,0.1488,,,,,,,7.09,3.96,3.13,0.4264,0.1559,0.1848,0.2168,0.2142,0.2889,0.2718,1.269,0.0576,Rich Vol,,,,,0.2861,1.336,0.0719,Rich Vol,,,,,0.2539,1.185,0.0397,Equiv. Vol,3,2.2,3.18,3.49,Moderate,2,0.73,6.32,7.41,Normal,1.29,1.04,,,,,,,,,,,,,0.024759,-0.000268,0.025027,1.8316,,3.06,,3.7942,0.033,0.278,0.033,Rich + Thin,,Rich + Thin,,Cheap + Thin,2.7792,0.781,Elevated,0.155,0.156,0.153
EXR,2026-03-31,-0.7205,0.1384,Q4 Low Premium  / High Risk,131.13,2026-04-17,1.9828,28.804,,,0.9151,31.731,0.4099,40.511,,,,,,,,,,2026-05-15,3.0618,29.78,2.2497,31.731,,,0.6863,41.1617,2026-06-18,4.3773,30.2675,3.3554,31.731,1.8207,32.219,0.7149,37.097,2026-09-18,5.9763,30.755,4.7663,31.243,2.8216,33.1945,1.3917,34.658,4.84,1.98,2.86,0.6473,0.0688,0.0718,,,,,,,5.46,3.06,2.4,0.4342,0.1028,0.1109,7.74,4.38,3.37,0.457,0.1446,0.1586,9.56,5.98,3.58,0.3772,0.1943,0.2165,0.2406,0.276,0.2684,0.288,1.044,0.012,Equiv. Vol,,,,,0.2978,1.079,0.0218,Equiv. Vol,0.3027,1.097,0.0267,Equiv. Vol,0.3076,1.114,0.0316,Equiv. Vol,3,2.2,4.11,4.46,Moderate,3,1.1,4.11,4.46,Normal,1.66,1.34,,,,,,,,,,,,,0.061119,0.000256,0.060863,,,2.8994,4.1729,5.7343,0.599,0.738,0.595,Cheap + Efficient,,Cheap + Thin,Cheap + Thin,Cheap + Thin,3.1742,0.859,Elevated,0.339,0.341,0.339
